,title,Unnamed: 0,Unnamed: 0.1,platform,score,genre,release_year,Dreamcast,"Game Boy (Color, Advance)",GameCube,Mobile,"Nintendo (DS, 3DS, DSi)",Nintendo 64,PC,"PlayStation (1, 2 ,3, 4)","PlayStation (Portable, Vita)",Wii (U),"Xbox (360, One)",iPad,Action,Adventure,Board,Card,Educational,Fighting,Hunting,Music,Party,Platformer,Puzzle,RPG,Racing,Shooter,Simulation,Sports,Strategy
39,1942,7157,7714,Mobile,"(4, 5]",Shooter,2006,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40,1942 (Arcade),14237,15490,Wii (U),"(5, 6]",Shooter,2011,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41,1942: Joint Strike,10330,11239,"Xbox (360, One)","(6, 7]",Shooter,2008,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,1950's Lawnmower Kids,15027,16321,"Nintendo (DS, 3DS, DSi)","(4, 5]",Strategy,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,1979 Revolution,19215,18475,PC,"(7, 8]",Adventure,2016,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1nsane,2783,3050,PC,"(7, 8]",Racing,2001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45,2 Fast 2 Furious,6200,6688,Mobile,"(7, 8]",Racing,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
46,2 Xtreme,8265,8883,"PlayStation (Portable, Vita)","(2, 3]",Sports,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
47,2002 FIFA World Cup,3565,3856,"Xbox (360, One)","(9, 10]",Sports,2002,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48,2006 FIFA World Cup,7517,8088,"Xbox (360, One)","(8, 9]",Sports,2006,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
49,2010 FIFA World Cup,13323,14524,Mobile,"(4, 5]",Sports,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,2010 FIFA World Cup South Africa,13189,14385,"Xbox (360, One)","(8, 9]",Sports,2010,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51,2014 FIFA World Cup Brazil,16293,17700,"Xbox (360, One)","(7, 8]",Sports,2014,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52,20Q,6799,7329,Mobile,"(7, 8]",Party,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,24/7 Solitaire,13526,14734,"Nintendo (DS, 3DS, DSi)","(7, 8]",Card,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54,24: Agent Down,8181,8788,Mobile,"(7, 8]",Action,2007,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,24: Special Ops,11665,12740,Mobile,"(7, 8]",Action,2009,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,24: The Game,7185,7743,"PlayStation (1, 2 ,3, 4)","(8, 9]",Action,2006,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,25 To Life,7056,7607,"Xbox (360, One)","(3, 4]",Shooter,2006,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
58,2Bit,14277,15531,Mobile,"(7, 8]",Puzzle,2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
59,2XL ATV Offroad,12491,13631,Mobile,"(7, 8]",Racing,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60,2XL Supercross,11762,12846,Mobile,"(7, 8]",Racing,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
61,3 Heroes -- Crystal Soul,15181,16486,"Nintendo (DS, 3DS, DSi)","(4, 5]",Adventure,2012,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,3 Xtreme,1182,1245,"PlayStation (1, 2 ,3, 4)","(2, 3]",Sports,1999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
63,3 on 3 NHL Arcade,11412,12460,"Xbox (360, One)","(5, 6]",Sports,2009,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64,3-2-1 Rattle Battle,12366,13498,Wii (U),"(4, 5]",Action,2009,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,3-D Ultra Radio Control Racers,1686,1871,PC,"(6, 7]",Racing,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
66,3-D Vector Pong,10489,11421,Mobile,"(5, 6]",Action,2008,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,300,8429,9072,Mobile,"(7, 8]",Action,2007,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,300: March to Glory,8403,9045,"PlayStation (Portable, Vita)","(5, 6]",Action,2007,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,3D Brick Breaker Revolution,11516,12574,Mobile,"(7, 8]",Puzzle,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
70,3D Classics: Excitebike,14503,15776,"Nintendo (DS, 3DS, DSi)","(7, 8]",Racing,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
71,3D Classics: Kirby's Adventure,15100,16397,"Nintendo (DS, 3DS, DSi)","(7, 8]",Platformer,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
72,3D Classics: TwinBee,14814,16097,"Nintendo (DS, 3DS, DSi)","(5, 6]",Shooter,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
73,3D Classics: Urban Champion,14739,16016,"Nintendo (DS, 3DS, DSi)","(2, 3]",Fighting,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
74,3D Classics: Xevious,14693,15969,"Nintendo (DS, 3DS, DSi)","(7, 8]",Shooter,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
75,3D Dot Game Heroes,13240,14438,"PlayStation (1, 2 ,3, 4)","(8, 9]",RPG,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
76,3D Good vs. Evil,12220,13343,Mobile,"(6, 7]",Board,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,3D Hunting Trophy Whitetail Championship 2009,11705,12782,Mobile,"(7, 8]",Hunting,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78,3D Mahjong,13686,14905,"Nintendo (DS, 3DS, DSi)","(7, 8]",Board,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,3D Pixel Racing,14630,15904,Wii (U),"(5, 6]",Racing,2011,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80,3D Pool,6066,6546,Mobile,"(7, 8]",Sports,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
81,3D Pool Urban Hustle,6904,7445,Mobile,"(7, 8]",Sports,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
82,3D Roller Coaster Designer,2676,2936,PC,"(2, 3]",Simulation,2001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
83,3D Rollercoaster Rush,11978,13077,Mobile,"(7, 8]",Puzzle,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
84,3D Slam Ping Pong,5361,5778,Mobile,"(7, 8]",Sports,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
85,3D Tilt-a-World,7949,8533,Mobile,"(7, 8]",Puzzle,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
86,3D Ultra Minigolf Adventures,8523,9178,"Xbox (360, One)","(7, 8]",Sports,2007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
87,4 Elements,10646,11599,PC,"(7, 8]",Puzzle,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
88,4 Elements HD,14840,16123,"PlayStation (1, 2 ,3, 4)","(7, 8]",Puzzle,2011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
89,4 Elements II,15184,16489,PC,"(7, 8]",Puzzle,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90,4 Travellers: Play French,13524,14732,"Nintendo (DS, 3DS, DSi)","(5, 6]",Educational,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
91,4 Travellers: Play Spanish,13046,14233,"Nintendo (DS, 3DS, DSi)","(5, 6]",Educational,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
92,4 Wheel Thunder,1977,2187,Dreamcast,"(8, 9]",Racing,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
93,40 Winks,1661,1846,"PlayStation (1, 2 ,3, 4)","(5, 6]",Adventure,1999,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,4x4 EVO,2790,3058,"PlayStation (1, 2 ,3, 4)","(8, 9]",Racing,2001,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
95,4x4 Evo 2,3756,4082,"Xbox (360, One)","(8, 9]",Racing,2002,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
96,5 Arcade Gems,13185,14381,Wii (U),"(2, 3]",Puzzle,2010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
97,5 Spots Party,12486,13625,Wii (U),"(4, 5]",Party,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
98,5-Card Draw Multiplayer,5753,6201,Mobile,"(8, 9]",Card,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99,50 Cent: Blood on the Sand,11509,12567,"Xbox (360, One)","(7, 8]",Action,2009,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,50 Cent: Bulletproof,6898,7438,"Xbox (360, One)","(6, 7]",Action,2005,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,50 Cent: Bulletproof G Unit Edition,7622,8196,"PlayStation (Portable, Vita)","(4, 5]",Action,2006,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,6 Shooter Showdown: Poker,6217,6706,Mobile,"(7, 8]",Card,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
103,7 Card Games,13275,14474,"Nintendo (DS, 3DS, DSi)","(4, 5]",Card,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
104,7 Wonders,13205,14403,iPad,"(7, 8]",Puzzle,2010,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
105,7 Wonders of the Ancient World,9524,10309,"PlayStation (1, 2 ,3, 4)","(6, 7]",Puzzle,2007,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
106,7 Wonders: Treasures of Seven,10891,11875,PC,"(5, 6]",Puzzle,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
107,767 Pilot In Command,2958,3233,PC,"(8, 9]",Simulation,2001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
108,80 Days,16614,18046,Mobile,"(8, 9]",Adventure,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,80 Days [2005],7057,7608,PC,"(6, 7]",Adventure,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,911 Fire Rescue,2934,3209,PC,"(5, 6]",Action,2001,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,"999: 9 Hours, 9 Persons, 9 Doors",14122,15366,"Nintendo (DS, 3DS, DSi)","(8, 9]",Adventure,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,99Bullets,14482,15755,"Nintendo (DS, 3DS, DSi)","(7, 8]",Action,2011,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,A Bird Story,16550,17977,PC,"(8, 9]",RPG,2014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
114,A Boy and His Blob,12458,13593,Wii (U),"(7, 8]",Platformer,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
115,A Boy and His Blob: Trouble on Blobolonia,18687,13893,Wii (U),"(4, 5]",Puzzle,2009,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
116,A Bug's Life,1761,1950,"PlayStation (1, 2 ,3, 4)","(6, 7]",Platformer,2000,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
117,A Collection of Intellivision Classic Games,1478,1653,"PlayStation (1, 2 ,3, 4)","(3, 4]",Action,1999,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,A Game of Thrones: Genesis,14893,16181,PC,"(5, 6]",Strategy,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
119,A Kappa's Trail,18743,14544,"Nintendo (DS, 3DS, DSi)","(8, 9]",Puzzle,2010,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
120,A Kingdom for Keflings,13111,14301,"Xbox (360, One)","(8, 9]",Simulation,2010,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
121,A Quiet Weekend in Capri,5222,5630,PC,"(6, 7]",Adventure,2004,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,A Sound of Thunder,6108,6592,"Game Boy (Color, Advance)","(7, 8]",Action,2005,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,A Space Shooter for Two Bucks!,14165,15415,"PlayStation (Portable, Vita)","(8, 9]",Shooter,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
124,A Tale in the Desert,4337,4688,PC,"(8, 9]",RPG,2003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
125,A Topsy Turvy Life: The Turvys Strike Back,13418,14622,"Nintendo (DS, 3DS, DSi)","(7, 8]",Action,2010,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,A Topsy Turvy Life: Turvy Drops,13438,14642,"Nintendo (DS, 3DS, DSi)","(6, 7]",Action,2010,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,A Valley Without Wind,15399,16716,PC,"(5, 6]",Adventure,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,A Vampyre Story,11288,12319,PC,"(7, 8]",Adventure,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,A Virus Named Tom,19003,16779,PC,"(6, 7]",Puzzle,2012,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
130,A Witch's Tale,18662,13694,"Nintendo (DS, 3DS, DSi)","(5, 6]",RPG,2009,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
131,A World of Keflings,14161,15410,"Xbox (360, One)","(7, 8]",Simulation,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
132,A-Train,397,425,"PlayStation (1, 2 ,3, 4)","(5, 6]",Strategy,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
133,A.D.D.,12730,13904,Mobile,"(7, 8]",Action,2009,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,A.R.E.S.: Extinction Agenda,14178,15429,PC,"(7, 8]",Platformer,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
135,AC/DC Live: Rock Band Track Pack,11376,12421,"Xbox (360, One)","(6, 7]",Music,2009,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
136,AFL Live,14387,15655,"PlayStation (1, 2 ,3, 4)","(5, 6]",Sports,2011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
137,AGEOD's American Civil War: 1861-1865 -- The Blue and the Gray,9895,10743,PC,"(6, 7]",Strategy,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138,AI Wars: The Awakening,2028,2245,PC,"(5, 6]",Strategy,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
139,AMA Superbike,1499,1674,PC,"(4, 5]",Racing,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
140,AMF Bowling 2004,5131,5529,"Xbox (360, One)","(4, 5]",Sports,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
141,AMF Bowling Deluxe 3D,8930,9647,Mobile,"(6, 7]",Sports,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
142,AMF Bowling World Lanes,11216,12243,Wii (U),"(2, 3]",Sports,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
143,AMF Bowling: Pinbusters,11276,12304,Wii (U),"(4, 5]",Sports,2008,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
144,AMF Xtreme Bowling,2173,2401,"Game Boy (Color, Advance)","(6, 7]",Sports,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
145,AMF Xtreme Bowling 2006,7570,8142,"Xbox (360, One)","(1, 2]",Sports,2006,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
146,AMF Xtreme Bowling for Prizes,6785,7314,Mobile,"(4, 5]",Sports,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
147,AND 1 Streetball,18070,7977,"Xbox (360, One)","(7, 8]",Sports,2006,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
148,ANNO 1701: Dawn of Discovery,9932,10782,"Nintendo (DS, 3DS, DSi)","(7, 8]",Simulation,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
149,APB,13475,14680,PC,"(7, 8]",Action,2010,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,APEX,4284,4632,"Xbox (360, One)","(7, 8]",Racing,2003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
151,ARC Squadron,274,295,Mobile,"(7, 8]",Simulation,2012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
152,ATV Offroad Fury,7605,8179,"PlayStation (1, 2 ,3, 4)","(8, 9]",Racing,2006,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
153,ATV Offroad Fury 2,4002,4337,"PlayStation (1, 2 ,3, 4)","(8, 9]",Racing,2002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
154,ATV Offroad Fury 3,5869,6325,"PlayStation (1, 2 ,3, 4)","(9, 10]",Racing,2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
155,ATV Offroad Fury 4,7891,8471,"PlayStation (1, 2 ,3, 4)","(7, 8]",Racing,2006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
156,ATV Offroad Fury Pro,7957,8541,"PlayStation (Portable, Vita)","(7, 8]",Racing,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
157,ATV Offroad Fury: Blazin' Trails,6235,6726,"PlayStation (Portable, Vita)","(7, 8]",Racing,2005,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
158,ATV Quad Power Racing,3669,3990,"PlayStation (1, 2 ,3, 4)","(5, 6]",Racing,2002,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
159,ATV Quad Power Racing 2,4211,4557,"Xbox (360, One)","(6, 7]",Racing,2003,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
160,ATV: Quad Frenzy,7035,7584,"Nintendo (DS, 3DS, DSi)","(4, 5]",Racing,2005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
161,Aaru's Awakening,16676,18110,PC,"(6, 7]",Platformer,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
162,Abomination: The Nemesis Project,1591,1772,PC,"(4, 5]",Strategy,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
163,Above,13161,14353,Mobile,"(7, 8]",Platformer,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
164,Absolute BrickBuster,13622,14836,"Nintendo (DS, 3DS, DSi)","(6, 7]",Action,2010,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Absolute Chess,13589,14799,"Nintendo (DS, 3DS, DSi)","(7, 8]",Board,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,Absolute Minesweeper,7493,8064,Mobile,"(6, 7]",Puzzle,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
167,Absolute Reversi,13680,14898,"Nintendo (DS, 3DS, DSi)","(6, 7]",Board,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Abyss Odyssey,16421,17841,"Xbox (360, One)","(6, 7]",Action,2014,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Abzu,17156,18617,"PlayStation (1, 2 ,3, 4)","(8, 9]",Adventure,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Academy of Champions Soccer,12706,13879,Wii (U),"(6, 7]",Sports,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
171,Academy: Checkers,14958,16250,"Nintendo (DS, 3DS, DSi)","(6, 7]",Board,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
